id,merged_title,merged_course_id,category,category_id,required_course1,required_course2,required_course3
1878,模拟电子技术基础(应用部分),TsinghuaX/20250064_1X/2015_T1,电子,18,2196,1324,1877
1879,慕课录制介绍,course-v1:SDJTU+MOOC_REC+2017_T1,教育,12,0,0,0
1880,慕课问道,course-v1:PekingX+Peking001x+_,教育,12,1879,0,0
1881,南唐后主李煜词鉴赏,course-v1:TsinghuaX+00690863X_p2+sp,教育,12,0,0,0
1882,内部控制与风险管理,course-v1:ZUELX+B0800280+sp,经管·会计,20,1567,2456,1974
1883,内科护理学,course-v1:JLU+310301+151621,医学·健康,4,2033,0,0
1884,内训慕课,course-v1:xuetangX+zcyy01+2017_T1,教育,12,2462,1806,1879
1885,能评新动向与新要求,course-v1:chinanecc+NP001+201601,环境·地球,16,1886,0,0
1886,能源与可持续发展,course-v1:CQU+TSJYSTG00006+2017_T1,环境·地球,16,0,0,0
1887,牛顿的坐骑,course-v1:Yifang+Xyj102+2017_T1,物理,15,0,0,0
1888,暖通空调,course-v1:TsinghuaX+40990255X_1+2016_T2,工程,9,1806,0,2574
1889,欧盟经济 | EU Economy,course-v1:PekingX+02532210X+2T2017,经管·会计,20,0,0,0
1890,欧洲与欧盟,course-v1:CQU+TSJYSSG00028+2017_T1,经管·会计,20,1889,0,0
1891,培训课程,course-v1:peixun+px001+2017_T1,教育,12,0,0,0
1892,培育和践行社会主义核心价值观,course-v1:Tsinghua+02070012+2017_T1,社科·法律,19,0,0,0
1893,烹饪精品课川菜篇,course-v1:CPVS+CPVS-PR001+20160901,其他,1,0,0,0
1894,批判性读写,course-v1:ChongqingUniversity+EGP20402+2016-2017-1,教育,12,2355,1856,0
1895,批判性思维导引,course-v1:CQU+TSJYHG00067+2017_T1,教育,12,1894,0,0
1896,品读道家智慧,course-v1:XJTUSPOC+CORE1504+2015_T2,哲学,6,0,0,0
1897,聘礼,course-v1:TsinghuaX+00690212X-2_p3+sp,文学,14,0,0,0
1898,葡萄酒的世界: 从葡萄到美酒,course-v1:AdelaideX+Wine101x+2015_T1,医学·健康,4,0,0,0
1899,普通地质学,course-v1:NEU+CS110+2015_T2,环境·地球,16,0,0,0
1900,普通生物学-细胞和分子,course-v1:TsinghuaX+10450034_1X+2016_T0,其他,1,1899,1316,1867
1901,普通生物学——细胞和分子,TsinghuaX/10450034_1X/2015_T2,生命科学,17,1899,1316,1142
1902,普通生物学——植物和动物,course-v1:TsinghuaX+10450034_2X+2016_T1,生命科学,17,1899,1316,2165
1903,期货市场的运作机制,course-v1:FUDANx+ECON1300812_P1+sp,经管·会计,20,1628,1628,1628
1904,奇士李泌: 勋参郭令，迹似留侯,course-v1:TsinghuaX+00612643X_p6+sp,历史,5,0,0,0
1905,奇异的仿生学,JLUx/0000045603/2015_T1,生命科学,17,0,0,0
1906,企业法律风险管理,course-v1:CQU+TSJYSSG00032+2017_T1,经管·会计,20,1908,1530,0
1907,企业估值,TsinghuaSEM/MOOC2014004/2015_03,经管·会计,20,1908,1530,0
1908,企业管理学,course-v1:cejlu+090201+2014_T1,经管·会计,20,1906,1530,0
1909,企业经营战略,course-v1:ZK+00151+J,经管·会计,20,1908,1530,0
1910,企业战略管理,course-v1:SCUT+SM001+2015-2016T1,经管·会计,20,1909,1909,0
1911,气候变化与低碳社会,course-v1:CQU+TSJYSTG00020+2017_T1,环境·地球,16,0,1530,0
1912,气候变化与人类社会,course-v1:nuist+001+2016-T1,环境·地球,16,1911,0,0
1913,汽车钣金修复与喷涂,course-v1:SDJTU+040483C+2017-1,工程,9,1914,1922,1915
1914,汽车底盘构造,course-v1:SDJTXY+040102G+T4,工程,9,2172,1807,1633
1915,汽车电气设备,course-v1:SDJTU+040201+2017_T1,工程,9,1331,2233,1285
1916,汽车发动机构造,course-v1:SDJTU+CDY01+2017_T1,工程,9,0,0,0
1917,汽车发动机原理,TsinghuaX/30150153X/2016_T2,工程,9,12,16,13
1918,汽车服务工程导论,course-v1:sdjtxy+040223C+2017-T1,工程,9,0,0,0
1919,汽车检测与维修,course-v1:sdjtu+cs101+2017-18-2,工程,9,1914,1915,1916
1920,汽车理论,TsinghuaX/70150023X/2015_T1,工程,9,1144,1582,2495
1921,汽车碰撞安全基础,TsinghuaX/80150193X/2015_T2,工程,9,1144,2495,1582
1922,汽车碰撞估损,course-v1:sdjtu+040482B+2016-17-2,工程,9,2433,2434,1208
1923,汽车系-轨道检修专业-15级1班/16级1班(作业),course-v1:CPVS+CPVS_homework-guidaojianxiu+20170118,工程,9,0,0,0
1924,汽车系-汽修专业-16级(1、2)非胡格班暑假作业,course-v1:CPVS+CPVS_homework-qx2016j12+20170712,工程,9,0,0,0
1925,汽车系-汽修专业-2015级(1、2班)胡格班(作业),course-v1:CPVS+CPVS_homework-qx201512+20170118,工程,9,0,0,0
1926,汽车系-汽修专业-2015级(1、2班)胡格班暑假作业,course-v1:CPVS+CPVS_homework-qx2015+20170712,工程,9,0,0,0
1927,汽车系-汽修专业-2015级(3、4班)非胡格班(作业),course-v1:CPVS+CPVS_homework-qixiu+20170118,工程,9,0,0,0
1928,汽车系-汽修专业-2015级(3班)钣喷组暑假作业,course-v1:CPVS+CPVS_homework-qx_bp+20170712,工程,9,0,0,0
1929,汽车系-汽修专业-2016级(1、2班)(作业),course-v1:CPVS+CPVS_homework-qx201612+20170118,工程,9,0,0,0
1930,汽车系-汽修专业-2016级(1、2班)暑假作业,course-v1:CPVS+CPVS_homework-qx201612+20170712,工程,9,0,0,0
1931,汽车系-汽修专业-2016级(3、4、5班)(作业),course-v1:CPVS+CPVS_homework-qx2016345+20170118,工程,9,0,0,0
1932,汽车系-汽修专业-2016级(3、4、5班)非胡格组暑假作业,course-v1:CPVS+CPVS_homework-qx2016345+20170712,工程,9,0,0,0
1933,汽车系-数控专业-15级1、2班/16级1班(作业),course-v1:CPVS+CPVS_homework-shukong+20170118,工程,9,0,0,0
1934,汽车系-数控专业-15级1、2班/16级1班暑假作业,course-v1:CPVS+CPVS_homework-shukong+20170711,工程,9,0,0,0
1935,汽车系-数控专业-15级1、2班暑假作业,course-v1:CPVS+CPVS_homework-shukong+20170712,工程,9,0,0,0
1936,汽车营销学,course-v1:qf+11+201703,工程,9,0,0,0
1937,汽车运用工程,course-v1:sdjtxy+040304+20172,工程,9,0,0,0
1938,汽车造型设计二维表达,course-v1:TsinghuaX+30150303X+2015_T2,工程,9,0,0,0
1939,器乐作品读鉴,course-v1:CQU+TSJYHG00057+2017_T1,艺术·设计,21,0,0,0
1940,嵌入式系统设计,course-v1:UESTC+2017071301X+sp,工程,9,250,159,1617
1941,嵌入式系统实验,course-v1:NJUEE+18001170T+2015_2016_T1,工程,9,251,250,1432
1942,桥梁工程(上),course-v1:SDJTU+070402N+2017_T1,工程,9,1724,0,0
1943,桥梁结构设计与分析,course-v1:SDJTU+070406E+2017_T1,工程,9,1724,1942,0
1944,桥梁施工技术,course-v1:shandongjiaotongUniversity+070409+2016-2017-1,工程,9,1724,0,0
1945,青少年创客与全球名校申请,course-v1:CIE+CIE2016005_+sp,创业,2,0,0,0
1946,清代建筑概说,course-v1:TsinghuaX+80000901X_p3+sp,历史,5,0,0,0
1947,清华大学_宇宙中心的英语听说课,ENG/30640014X_2/2015_T1,外语,7,0,0,0
1948,清华大学研究生学位论文答辩,TsinghuaX/THESIS2014_1X/_2014_,教育,12,0,0,0
1949,清华风物,course-v1:TsinghuaX+TSINGHUA102_tv+_,教育,12,0,0,0
1950,清华-麦肯锡“全球领导力”课程,course-v1:TsinghuaX+80515182X+2016,经管·会计,20,0,0,0
1951,清华新兴技术探究[MBA],SEMS/LIKE150501/2015_05,经管·会计,20,0,0,0
1952,清华院系概览,TsinghuaX/TSINGHUA101/_,教育,12,0,0,0
1953,清华助教培训,course-v1:TSINGHUA+TAC002+2015_T1,教育,12,1952,0,0
1954,清洁生产导论,course-v1:CQU+TSJYSTG00021+2017_T1,工程,9,0,0,0
1955,罄竹难书隋炀帝,course-v1:TsinghuaX+00612643X_p1+sp,历史,5,0,0,0
1956,秋亮讲系统,course-v1:HIT+CSS01+2016-T1,工程,9,0,0,0
1957,全军四会政治教员示范,course-v1:qpzd+shsf+2016-,其他,1,0,0,0
1958,全球化、人口流动和中国社会,course-v1:CQU+TSJYSSG00036+2017_T1,社科·法律,19,0,0,0
1959,全球化与国际传播,course-v1:CQU+TSJYSSG00040+2017_T1,社科·法律,19,0,0,0
1960,全球数字经济环境下的创新创业与技能发展,course-v1:TsinghuaX+Y4100091X+2017_T2,经管·会计,20,0,0,0
1961,全球通史,course-v1:Tsinghua+XD001+2017_T2,历史,5,1459,0,0
1962,燃烧理论,TsinghuaX/30140393X/_,工程,9,0,0,0
1963,让视觉去飞翔,course-v1:qpzd+rsjqfx+2016_T2,艺术·设计,21,0,0,0
1964,热带海岸线生态系统,UQx/TROPIC101x/_,环境·地球,16,1613,0,0
1965,人工智能,course-v1:JXUST+JXUST2016001+2016_T2,计算机,22,1400,1408,0
1966,人机工程学,course-v1:SJU+2017011101X+2017_T1,工程,9,0,0,0
1967,人机交互,course-v1:NEU+1401669+2015_T2,工程,9,349,436,988
1968,人类进化导论,WellesleyX/ANTH207x/_,生命科学,17,0,0,0
1969,人力资源管理(一),course-v1:ZK+00147+J,经管·会计,20,0,0,0
1970,人力资源管理: 如何招聘合适人才,course-v1:xuetangx+rlzygl+2017_T2,经管·会计,20,1969,0,0
1971,人力资源开发与管理,course-v1:ZK+06093+J,经管·会计,20,1970,0,0
1972,人体的运动与损伤——人体的运动功能,course-v1:TsinghuaX+34000888X_p3+sp,医学·健康,4,0,0,0
1973,人体骨与关节解剖学,course-v1:NBUX+2016001+sp,医学·健康,4,1514,1802,2545
1974,人体解剖学,course-v1:NCU+J81A0Y0030+sp,医学·健康,4,0,0,0
1975,人体科学,course-v1:ECNUx+BIOL0031112013+2015_T2,生命科学,17,1899,2373,2374
1976,人文清华,course-v1:TsinghuaX+TSINGHUA107+2016_2017,教育,12,0,0,0
1977,人文清华(1),course-v1:TsinghuaX+00670322+2016_T2,教育,12,1976,0,0
1978,人文视野中的生态学,JLUx/gx01640603_103138_1/2015_T1,环境·地球,16,0,0,0
1979,人因工程学,course-v1:XJTUSPOC+MAGT4725+2015_T2,工程,9,0,0,0
1980,人员素质测评理论与方法,course-v1:ZK+06090+J,经管·会计,20,0,0,0
1981,认识生命,course-v1:CQU+TSJYSTG00019+2017_T1,生命科学,17,0,0,0
1982,认识照相机,course-v1:TsinghuaX+40670453X_p2+sp,教育,12,0,0,0
1983,认识转基因,course-v1:CQU+TSJYSTG00033+2017_T1,生命科学,17,0,0,0
1984,日本文化概论,course-v1:ChongqingThreeGorgesUniversity+1503005079+2016_T2,社科·法律,19,1727,1792,2371
1985,日本文化艺术专题  | Japanese Culture and Art,course-v1:PekingX+03530190x+3T2016,社科·法律,19,0,0,0
1986,日本政治与社会,course-v1:CQU+TSJYSSG00020+2017_T1,社科·法律,19,0,0,0
1987,日常思考的科学,UQx/Think101x/_,社科·法律,19,0,0,0
1988,日语N3语法,course-v1:SchoolofJapaneseStudies+N3-01+2016-T,外语,7,1989,0,0
1989,日语概论,course-v1:liaoningX+LNA20150000054+01,外语,7,0,0,0
1990,日语与日本文化,course-v1:TsinghuaX+20220332X+2016_T1,外语,7,1989,0,0
1991,日语——自游自在日本行,course-v1:JNUX+jnu05020098X+2017_T1,外语,7,0,0,0
1992,融信业务签约规范,course-v1:zhongrongxin+fx005+2016_7,经管·会计,20,0,0,0
1993,融信着装标准,course-v1:zhongrongxin+fw005+2016_7,经管·会计,20,0,0,0
1994,如果玩转学堂云平台,course-v1:xuetangX+ynni_20161215X+2017_T1,教育,12,0,0,0
1995,如何查询企业相关信息,course-v1:zhongrongxin+fx012+2016_7,经管·会计,20,0,0,0
1996,如何查询执行信息,course-v1:zhongrongxin+fx013+2016_7,经管·会计,20,0,0,0
1997,如何认识我国当前的腐败问题,course-v1:TsinghuaX+02070012X+2017_T1,社科·法律,19,0,0,0
1998,如何玩转学堂云平台,course-v1:xuetangX+20161215X+2016_T2,教育,12,0,0,0
1999,如何写好科研论文,course-v1:Tsinghua+20150001+2015_T2,教育,12,0,0,0
2000,儒家修身之道,TsinghuaX/00680142X/2015_T2,哲学,6,1792,1844,0
2001,入党——发展党员工作动漫片,course-v1:TsinghuaX+rudang+2016_T2,社科·法律,19,0,0,0
2002,软件测试,course-v1:NPUX+2016001+2016_T1,计算机,22,1652,1648,1617
2003,软件工程,TsinghuaX/34100325X/2015_T1,计算机,22,251,2101,267
2004,软件工程: 慎思笃行,course-v1:Tsinghuax+00240033+2016_T2,计算机,22,1432,1617,1094
2005,软件工程与软件自动化,course-v1:BIT+BIT2016001+2016_T2,计算机,22,267,2107,2112
2006,软件设计模式,course-v1:USTC+USTC2006001+2016_T1,计算机,22,2260,1430,1612
2007,色彩,course-v1:hubeiuniversityofeconomics+zj4001+2015-t1,艺术·设计,21,0,0,0
2008,莎士比亚戏剧选读,course-v1:CQU+TSJYHG00003+2017_T1,文学,14,0,0,0
2009,商贷“搏”学培训课,course-v1:bjzrxrzdb+bx01+20161130,经管·会计,20,2016,0,0
2010,商贷评估费如何开发票,course-v1:zhongrongxin+cw006+2016_7,经管·会计,20,2016,0,0
2011,商科微学位,course-v1:microdegree+20170704001x+2017,经管·会计,20,2016,0,0
2012,商品流通概论,course-v1:ZK+00185+J,经管·会计,20,2016,0,0
2013,商务礼仪,course-v1:ZJFF+000516+sp,经管·会计,20,2016,0,0
2014,商务谈判与沟通,course-v1:CQU+TSJYSSG00009+2017_T1,经管·会计,20,2013,0,0
2015,商务英语翻译,course-v1:CQU+CQUEDS20501+2016_T2,外语,7,2016,0,0
2016,商学导论: 10节课带你走进商学世界,course-v1:TsinghuaX+00510663X+2015_T2,经管·会计,20,0,0,0
2017,商业计划书写作与陈述,course-v1:CLE+CLE2017004+2017_T1,创业,2,2016,0,0
2018,商业模式创新,course-v1:CIE+THU00012X+2015_T2,创业,2,0,0,0
2019,商业银行管理学,course-v1:hubeiuniversityofeconomics+ZB1617+2016_T1,经管·会计,20,12,16,13
2020,上海消防精品课,course-v1:qpzd+jpk+2017_T1,其他,1,0,0,0
2021,上有天堂下有苏杭,course-v1:SCU+00011142_p2+sp,教育,12,0,0,0
2022,设计的人因与文化,TsinghuaX/70167012X/_,工程,9,2318,1612,1492
2023,设计行不行,course-v1:CYCU+cycusheji+2017_T1,艺术·设计,21,2024,0,0
2024,设计美学,course-v1:ZK+04026+J,艺术·设计,21,0,0,0
2025,设计思维,course-v1:CIE+60510162X+2015_T2,艺术·设计,21,2024,0,0
2026,社会保障学,course-v1:HUBEIUNIVERSITYOFECONOMICS+ZB1911+2012_T1,社科·法律,19,2030,0,0
2027,社会创新与创业,TsinghuaX/THU00013X/_,经管·会计,20,0,0,0
2028,社会调查研究方法,course-v1:CQU+TSJYSSG00022+2017_T1,社科·法律,19,2030,0,0
2029,社会心理学,course-v1:TsinghuaX+30700313X_p2+sp,社科·法律,19,2030,0,0
2030,社会学概论,course-v1:XJTUMOOC+C00301+2016_T1,社科·法律,19,0,0,0
2031,社会主义经济理论与实践,course-v1:University+932501+2016-T1,经管·会计,20,2495,2073,1587
2032,社交礼仪,course-v1:sjdtu+28040A+16-17-2,其他,1,0,0,0
2033,社区护理学,course-v1:JLU+310306+151621,医学·健康,4,1887,1727,2371
2034,摄影构图,course-v1:TsinghuaX+40670453X_p4+sp,艺术·设计,21,0,0,0
2035,摄影曝光,course-v1:TsinghuaX+40670453X_p3+sp,艺术·设计,21,0,0,0
2036,摄影艺术创作与审美,course-v1:CQU+TSJYHG00058+2017_T1,艺术·设计,21,0,0,0
2037,摄影-影像造型与叙事,course-v1:TNUA+AN35006+2016_T2,艺术·设计,21,1627,1138,2174
2038,身边的微生物,course-v1:CQU+TSJYSTG00029+2017_T1,生命科学,17,0,0,0
2039,身边的营养学,course-v1:RiceX+RELI157x+2017_T2,医学·健康,4,0,0,0
2040,什么是经济学,course-v1:FUDANx+SOSC120007_P1+sp,经管·会计,20,1772,0,0
2041,神奇的材料世界,course-v1:git+git-2016-9-22+2016-2,工程,9,0,0,0
2042,审美的历程,TsinghuaX/00680082X/2016_T1,哲学,6,0,0,0
2043,生产计划与控制,course-v1:TsinghuaX+40160092X+2017_T2,工程,9,2495,1979,1485
2044,生活、艺术与时尚: 中国服饰七千年,course-v1:yunnan_TsinghuaX+30806872X+2016_T2,历史,5,0,0,0
2045,生活英语读写,course-v1:TsinghuaX+90640012X+2016_T1,外语,7,0,0,0
2046,生活英语进阶,course-v1:dongguan+zhiye009+20161223,外语,7,2047,2045,0
2047,生活英语听说,course-v1:TsinghuaX+30640014+2015_T2,外语,7,0,0,0
2048,生活英语之吃喝玩乐,course-v1:TsinghuaX+30640014X-p1+sp,外语,7,2047,2045,0
2049,生活英语之初次见面,course-v1:TsinghuaX+30640014X-p3+sp,外语,7,2047,2045,0
2050,生活英语之健康生活,course-v1:TsinghuaX+30640014X-p2+sp,外语,7,2047,2045,0
2051,生活英语之情绪表达,course-v1:TsinghuaX+30640014X-p5+sp,外语,7,2047,2045,0
2052,生活英语之生活态度,course-v1:TsinghuaX+90640012X_p2+sp,外语,7,2047,2045,0
2053,生活英语之文化差异,course-v1:TsinghuaX+90640012X_p4+sp,外语,7,2047,2045,0
2054,生活英语之我的朋友圈,course-v1:TsinghuaX+30640014X-p4+sp,外语,7,2047,2045,0
2055,生活英语之英国名校,course-v1:TsinghuaX+90640012X_p1+sp,外语,7,2047,2045,0
2056,生活英语之英美城市,course-v1:TsinghuaX+90640012X_p3+sp,外语,7,2047,2045,0
2057,生活与生态,course-v1:CQU+TSJYSTG00025+2017_T1,生命科学,17,0,0,0
2058,生活中的社会学,course-v1:CQU+TSJYSSG00021+2017_T1,社科·法律,19,0,0,0
2059,生理与遗传学基础,course-v1:gxtc+071101+2016_T1,生命科学,17,0,0,0
2060,生命科学基础1——分子生物学,course-v1:XJTUMOOC+BIME200313+2016_T1,生命科学,17,1899,2373,2063
2061,生命科学基础Ⅰ,course-v1:XJTU+4HP2RC+2017-T1,生命科学,17,1899,2373,2063
2062,生命科学与人类文明,course-v1:CQU+TSJYSTG00018+2017_T1,生命科学,17,0,0,0
2063,生物医学成像学导论,UQx/BIOIMG101x/_,医学·健康,4,1814,2072,1887
2064,生物医学工程导论,course-v1:TsinghuaX+THU201608+2016_T1,医学·健康,4,0,0,0
2065,生物医学论文写作,course-v1:NjmuX+81643195X+2016_T2,医学·健康,4,0,0,0
2066,生物医学英文文献导读,course-v1:NJMU+81643193X+2016_T2,医学·健康,4,0,0,0
2067,生涯规划与管理,course-v1:BeijingDigitalSchool+2015HHSYGZ+2016_03,教育,12,0,0,0
2068,十面霾伏——空气污染与肺疾患,course-v1:TsinghuaX+34000888X_p1+sp,医学·健康,4,0,0,0
2069,时间与他者: 历史人类学导论,course-v1:CQU+TSJYSSG20027+2017_T1,艺术·设计,21,0,0,0
2070,时尚化妆造型,course-v1:ZJFF+030025+sp,艺术·设计,21,0,0,0
2071,时尚经营概论,course-v1:NOU+nousscygl+2017_T1,经管·会计,20,0,0,0
2072,识别老赖的参考网址,course-v1:zhongrongxin+fx011+2016_7,社科·法律,19,0,0,0
2073,实现祖国完全统一的理论,course-v1:TsinghuaX+10610224X_p1+sp,社科·法律,19,1852,0,0
2074,食品安全概论,course-v1:CQU+TSJYSTG00027+2017_T1,医学·健康,4,0,0,0
2075,食品安全与检验概论,course-v1:TCU+tzucnshan+2017_T1,医学·健康,4,2074,0,0
2076,食品营养与安全,course-v1:CPVS+CPVS_SPYYYAQ001+2017_T2,医学·健康,4,2074,0,0
2077,食物与健康,course-v1:McGillX+Chem181x+2017_T2,医学·健康,4,2074,0,0
2078,世界现代史,course-v1:hebust-lswhxy+0410000090+2017-T2,历史,5,0,0,0
2079,市场环境下的企业经营,TsinghuaX/THUSEM004/_,经管·会计,20,0,0,0
2080,市场竞争战略,course-v1:swjtu+1251003215+2016-T1,经管·会计,20,0,0,0
2081,市场类型与企业竞争,TsinghuaX/THUSEM006/_,经管·会计,20,0,0,0
2082,市场失灵与政府职能,TsinghuaX/THUSEM008/_,经管·会计,20,0,0,0
2083,市场营销管理,course-v1:SWJTU+1251004101+2016_T1,经管·会计,20,0,0,0
2084,市场营销实务,course-v1:365dx_TsinghuaX+80511503X+2016_T1,经管·会计,20,2039,1530,1530
2085,市场营销学,course-v1:hubeiuniversityofeconomics+ZB2201+2014_T1,经管·会计,20,1974,1350,2456
2086,市属公积金(担保方式)贷后流程,course-v1:zhongrongxin+jbqy002+2016_7,经管·会计,20,0,0,0
2087,市属公积金(担保方式)贷款流程,course-v1:zhongrongxin+jbqy003+2016_7,经管·会计,20,0,0,0
2088,市属公积金(担保方式)面签备件,course-v1:zhongrongxin+jbqy005+2016_7,经管·会计,20,0,0,0
2089,市属公积金【农行组合贷】流程及备件,course-v1:zhongrongxin+jbqy006+2016_7,经管·会计,20,0,0,0
2090,市属公积金【招行组合贷】流程及备件,course-v1:zhongrongxin+jbqy007+2016_7,经管·会计,20,0,0,0
2091,市政工程计量与计价,course-v1:SDJTU+lyh+2017_T2,社科·法律,19,0,0,0
2092,事中事后监管,course-v1:chinanecc+NP002+1,社科·法律,19,639,1640,1403
2093,视觉传达设计思维与方法,course-v1:TsinghuaX+70800232X+2015_T2,艺术·设计,21,0,0,0
2094,视觉素养导论,course-v1:XJTUMOOC+Y0001001+2016,艺术·设计,21,0,0,0
2095,视觉语言,course-v1:Tsinghua+30805743+2016_T2,艺术·设计,21,0,0,0
2096,视频制作技巧入门,course-v1:xuetangX+SPZZ+2017_T1,艺术·设计,21,0,0,0
2097,适老居住空间与环境设计,course-v1:TsinghuaX+80000822X+2016_T1,艺术·设计,21,0,0,0
2098,室内设计,course-v1:ZK+00709+J,艺术·设计,21,0,0,0
2099,室内装饰,course-v1:CPVS+CPVS_SNZS001+2017_T2,艺术·设计,21,0,0,0
2100,收据管理规定,course-v1:zhongrongxin+cw008+2016_7,经管·会计,20,0,0,0
2101,数据、模型与决策[MBA],TsinghuaSEM/70510773/2014-2015学年秋季学期,经管·会计,20,0,0,0
2102,数据结构,TsinghuaX/30240184X/2014_T2,计算机,22,0,0,0
2103,数据结构(上),TsinghuaX/30240184_1X/_,计算机,22,0,0,0
2104,数据结构(下),TsinghuaX/30240184_2X/_,计算机,22,2103,160,1642
2105,数据结构-算法基础,course-v1:TsinghuaX+30240184_p1+sp,计算机,22,2103,2104,0
2106,数据结构-向量,course-v1:TsinghuaX+30240184_p2+sp,计算机,22,2105,0,0
2107,数据结构与算法,QHU/CS104/2015_T1,计算机,22,2106,0,0
2108,数据库技术及应用,course-v1:CQU+Seb0007+2017_T1,计算机,22,0,0,0
2109,数据库系统(上): 模型与语言,course-v1:HITx+13SC03100710_1x+2017_T1,计算机,22,1400,0,0
2110,数据库系统(下): 管理与技术,course-v1:HITx+13SC03100710_3x+2017_T1,计算机,22,2111,0,0
2111,数据库系统(中): 建模与设计,course-v1:HITx+13SC03100710_2x+2017_T1,计算机,22,2109,0,0
2112,数据模型与决策,course-v1:SWJTU+1251003104+2016_T1,计算机,22,0,0,0
2113,数据挖掘: 理论与算法,course-v1:TsinghuaX+80240372X+2016_T2,计算机,22,1144,1582,2101
2114,数控车床,course-v1:CPVS+CPVS_SKCC001+2017_T2,工程,9,0,0,0
2115,数学,course-v1:CPVS+CPVS_SX001+2017_T2,数学,13,0,0,0
2116,数学?逻辑?语言,course-v1:CQU+TSJYSTG00002+2017_T1,数学,13,2115,0,0
2117,数学模型,course-v1:CQU+TSJYIPG00003+2017_T1,数学,13,2115,0,0
2118,数学-钱,course-v1:fxzxshuxueqian+shuxue-qdy+2015-T1,数学,13,2115,0,0
2119,数学实验,course-v1:cqu+IPG01002+2016-T2,数学,13,1408,2312,1200
2120,数学思维与数学文化,course-v1:CQU+TSJYSTG00004+2017_T1,数学,13,2115,0,0
2121,数字电子技术基础,TsinghuaX/20250103X/2015_T2,电子,18,834,1332,1332
2122,数字集成电路分析与设计,TsinghuaX/40260173X/2015_T2,电子,18,2115,0,0
2123,数字经济创新创业课程,course-v1:TsinghuaX+Y4100091X+2016_T2,经管·会计,20,2115,0,0
2124,数字逻辑,course-v1:DGUT_CS+CS002+2016_T2,电子,18,2115,0,0
2125,数字时代的医学,course-v1:RiceX+MedDigX+_,医学·健康,4,2115,0,0
2126,数字图片后期,course-v1:TsinghuaX+40670453X_p5+sp,教育,12,2115,0,0
2127,数字信号分析理论与实践,course-v1:HUST+603+_,计算机,22,1506,1635,1356
2128,数字营销: 品牌就是王道,course-v1:xuetangx+sz2+2017_T2,经管·会计,20,0,0,0
2129,数字营销: 走进智慧的品牌,course-v1:JNUX+jnu01009538X+2017_T2,经管·会计,20,0,0,0
2130,水处理工程,TsinghuaX/40050455X/_,工程,9,0,0,0
2131,水处理工程-生化技术,course-v1:TsinghuaX+40050455X+2016_T1,工程,9,0,0,0
2132,水处理工程-物化技术,course-v1:TsinghuaX+40050455_2X+2016_T1,工程,9,0,0,0
2133,水分析化学,course-v1:HIT+13SD25000700+sp,工程,9,2428,2365,1457
2134,水力学,TsinghuaX/30040323X/2015_T1,工程,9,0,0,0
2135,水文学原理及应用(2),course-v1:TsinghuaX+30040352-1+2017_T1,工程,9,1580,483,483
2136,水资源与当代生活和发展,course-v1:CQU+TSJYSTG00031+2017_T1,环境·地球,16,0,0,0
2137,税法,course-v1:Hubeiuniversityofeconomics+ZB1902+2014_T2,社科·法律,19,0,0,0
2138,丝绸之路与佛教的东传,course-v1:CQU+TSJYHG00052+2017_T1,历史,5,0,0,0
2139,思考食物,course-v1:McGillX+Chem181x+2015_T1,医学·健康,4,0,0,0
2140,思伦理看科学: 一场思辩之旅,course-v1:CYCU+cycusllckx+2017_T1,哲学,6,0,0,0
2141,思想道德修养与法律基础,TsinghuaX/10610183X/2016_T1,社科·法律,19,0,0,0
2142,苏轼文学与宋型文化,course-v1:CQU+TSJYHG00040+2017_T1,文学,14,0,0,0
2143,诉讼常识大普及,course-v1:zhongrongxin+fx010+2016_7,社科·法律,19,0,0,0
2144,速成汉语语法课堂,course-v1:BLCUX+3010700103+sp,外语,7,1625,2315,760
2145,算法分析A,course-v1:SWUST+143990410+2015_T1,计算机,22,2105,0,0
2146,算法设计与分析(高级) | Advanced Design and Analysis of Algorithms,course-v1:PekingX+04833050X+1T2016,计算机,22,1141,1943,2122
2147,隋唐建筑概说,course-v1:TsinghuaX+80000901X_p1+sp,历史,5,0,0,0
2148,随机信号处理,course-v1:NUDT+520804502+_,电子,18,2316,723,2195
2149,隧道工程,course-v1:cejlu+174002+2015_T2,工程,9,0,0,0
2150,孙子兵法与企业经营,NCTU/nctucmszb/2015_T1,经管·会计,20,0,0,0
2151,所有一年级同学德育暑假作业,course-v1:CPVS+CPVS_homework-deyu+20170714,教育,12,0,0,0
2152,台湾当代剧场面面观,course-v1:TNUA+AO35005+2016_T2,艺术·设计,21,1627,1138,2174
2153,探秘身边的材料——材料与社会,course-v1:NCUX+T5700Z0001X+sp,化学,3,0,0,0
2154,唐宋词鉴赏,course-v1:TsinghuaX+00690863X+__,文学,14,0,0,0
2155,天文科普小讲坛,course-v1:BeijingNormalUniversity+CS20160227+20160315,环境·地球,16,0,0,0
2156,铁路运输组织,course-v1:ZK+07117+J,工程,9,0,0,0
2157,通信概论,course-v1:ZK+04742+J,电子,18,0,0,0
2158,通用学术英语,course-v1:TsinghuaX+AP000008X+sp,外语,7,0,0,0
2159,同方整体财务状况与并购重组重要提示,course-v1:ThtfSEM+THTF_3_03+2015_06,经管·会计,20,0,0,0
2160,统计信号处理,course-v1:NUDT+520804502+sp,电子,18,2316,723,2161
